00000010123420290630382000710650000022029052520300525202906030000000131,882029052520300525202906030000000131,880000000175000,000123400010000000052,690000000052,690000000000,000000000000,00
00000020123420290630382000710650000022029052520300525202906030000000564,872029052520300525202906030000000564,870000000750000,000123400010000000225,970000000225,970000000000,000000000000,00
00000030123420290630382000710650000012029052520300525202906040000001184,042029052520300525202906040000001184,040000000250000,000123400010000000473,640000000473,640000000000,000000000000,00
00000040123420290630382000710650000012029052520300525202906180000004944,812029052520300525202906180000004944,810000000225000,000123400010000001977,920000001977,920000000000,000000000000,00
00000050123420290630382000710650000022029052520300525202906220000000065,402029052520300525202906220000000065,400000000175000,000123400010000000026,160000000026,160000000000,000000000000,00
00000060123420290630382000710650000012029052520300525202906240000002695,122029052520300525202906240000002695,120000000720000,000123400010000001078,090000001078,090000000000,000000000000,00
00000070123420290630382000710650000012029052520300525202906250000003237,412029052520300525202906250000003237,410000001200000,000123400010000001294,940000001294,940000000000,000000000000,00
00000080123420290630382000710650000012029052120300521202906030000001832,632029052120300521202906030000001832,630000000140000,000123400010000000733,050000000733,050000000000,000000000000,00
00000090123420290630382000710650000012029052120300521202906030000000630,032029052120300521202906030000000630,030000000600000,000123400010000000251,900000000251,900000000000,000000000000,00
00000100123420290630382000710650000022029052120300521202906030000000919,172029052120300521202906030000000919,170000000175000,000123400020000000367,710000000367,710000000000,000000000000,00
00000110123420290630382000710650000022029052120300521202906030000000966,782029052120300521202906030000000966,780000000250000,000123400020000000386,660000000386,660000000000,000000000000,00
00000120123420290630382000710650000022029052120300521202906030000000203,762029052120300521202906030000000203,760000000377500,000123400010000000081,480000000081,480000000000,000000000000,00
00000130123420290630382000710650000022029052120300521202906030000000709,042029052120300521202906030000000709,040000000600000,000123400020000000283,590000000283,590000000000,000000000000,00
00000140123420290630382000710650000022029052120300521202906030000000659,722029052120300521202906030000000659,720000000700000,000123400010000000263,910000000263,910000000000,000000000000,00
00000150123420290630382000710650000012029052120300521202906040000003237,322029052120300521202906040000003237,320000001500000,000123400010000001294,840000001294,840000000000,000000000000,00
00000160123420290630382000710650000022029052120300521202906040000000720,982029052120300521202906040000000720,980000000450000,000123400010000000288,360000000288,360000000000,000000000000,00
00000170123420290630382000710650000022029052120300521202906220000001377,182029052120300521202906220000001377,180000000220000,000123400010000000550,820000000550,820000000000,000000000000,00
00000180123420290630382000710650000022029052120300521202906290000000203,472029052120300521202906290000000203,470000000175000,000123400020000000081,380000000081,380000000000,000000000000,00
00000190123420290630382000710650000012029052420300524202906030000000926,842029052420300524202906030000000926,840000000160000,000123400010000000370,710000000370,710000000000,000000000000,00
00000200123420290630382000710650000012029052420300524202906100000002646,142029052420300524202906100000002646,140000000175000,000123400010000001058,520000001058,520000000000,000000000000,00
00000210123420290630382000710650000012029052420300524202906110000000438,512029052420300524202906110000000438,510000000400000,000123400010000000175,340000000175,340000000000,000000000000,00
00000220123420290630382000710650000012029052420300524202906220000003053,982029052420300524202906220000003053,980000000200000,000123400010000001221,580000001221,580000000000,000000000000,00
00000230123420290630382000710650000022029052420300524202906220000015724,602029052420300524202906220000015724,600000001250000,000123400010000006289,810000006289,810000000000,000000000000,00
00000240123420290630382000710650000012029052520300525202906010000001215,312029052520300525202906010000001215,310000000140000,000123400010000000486,030000000486,030000000000,000000000000,00
00000250123420290630382000710650000012029052520300525202906010000002298,132029052520300525202906010000002298,130000000175000,000123400020000000919,180000000919,180000000000,000000000000,00
00000260123420290630382000710650000012029052520300525202906010000000188,702029052520300525202906010000000188,700000000200000,000123400010000000075,500000000075,500000000000,000000000000,00
00000270123420290630382000710650000012029052520300525202906010000000601,472029052520300525202906010000000601,470000000250000,000123400020000000240,610000000240,610000000000,000000000000,00
00000280123420290630382000710650000012029052520300525202906010000000250,232029052520300525202906010000000250,230000000300000,000123400010000000100,090000000100,090000000000,000000000000,00
00000290123420290630382000710650000012029052520300525202906010000000368,052029052520300525202906010000000368,050000000340000,000123400010000000147,240000000147,240000000000,000000000000,00
00000300123420290630382000710650000012029052520300525202906010000000988,382029052520300525202906010000000988,380000000480000,000123400010000000395,310000000395,310000000000,000000000000,00
00000310123420290630382000710650000012029052520300525202906010000000613,842029052520300525202906010000000613,840000000560000,000123400010000000245,530000000245,530000000000,000000000000,00
00000320123420290630382000710650000012029052520300525202906010000000479,692029052520300525202906010000000479,690000000575000,000123400010000000191,790000000191,790000000000,000000000000,00
00000330123420290630382000710650000012029052520300525202906010000000463,732029052520300525202906010000000463,730000000750000,000123400010000000185,540000000185,540000000000,000000000000,00
00000340123420290630382000710650000012029052520300525202906010000001436,092029052520300525202906010000001436,090000001250000,000123400010000000574,450000000574,450000000000,000000000000,00
00000350123420290630382000710650000022029052520300525202906010000001113,912029052520300525202906010000001113,910000000175000,000123400040000000445,450000000445,450000000000,000000000000,00
00000360123420290630382000710650000022029052520300525202906010000004202,702029052520300525202906010000004202,700000000250000,000123400020000001680,990000001680,990000000000,000000000000,00
00000370123420290630382000710650000022029052520300525202906010000001702,612029052520300525202906010000001702,610000000295000,000123400010000000681,020000000681,020000000000,000000000000,00
00000380123420290630382000710650000022029052520300525202906010000002328,232029052520300525202906010000002328,230000000300000,000123400020000000931,140000000931,140000000000,000000000000,00
00000390123420290630382000710650000022029052520300525202906010000005261,742029052520300525202906010000005261,740000000400000,000123400020000002104,600000002104,600000000000,000000000000,00
00000400123420290630382000710650000022029052520300525202906010000000732,302029052520300525202906010000000732,300000000500000,000123400020000000292,830000000292,830000000000,000000000000,00
00000410123420290630382000710650000022029052520300525202906010000000658,642029052520300525202906010000000658,640000000600000,000123400020000000263,430000000263,430000000000,000000000000,00
00000420123420290630382000710650000022029052520300525202906010000001976,002029052520300525202906010000001976,000000000750000,000123400010000000790,360000000790,360000000000,000000000000,00
00000430123420290630382000710650000022029052520300525202906010000002450,852029052520300525202906010000002450,850000000830000,000123400010000000980,310000000980,310000000000,000000000000,00
00000440123420290630382000710650000022029052520300525202906010000000631,872029052520300525202906010000000631,870000001100000,000123400010000000252,750000000252,750000000000,000000000000,00
00000450123420290630382000710650000022029052520300525202906010000002356,212029052520300525202906010000002356,210000002500000,000123400010000000942,370000000942,370000000000,000000000000,00
00000460123420290630382000710650000012029052120300521202906010000006343,732029052120300521202906010000006343,730000001120000,000123400040000002537,520000002537,520000000000,000000000000,00
00000470123420290630382000710650000012029052120300521202906010000000663,662029052120300521202906010000000663,660000001160000,000123400010000000265,460000000265,460000000000,000000000000,00
00000480123420290630382000710650000012029052120300521202906010000020284,962029052120300521202906010000020284,960000001200000,000123400080000008113,430000008113,430000000000,000000000000,00
00000490123420290630382000710650000012029052120300521202906010000007229,332029052120300521202906010000007229,330000001248000,000123400010000002891,660000002891,660000000000,000000000000,00
00000500123420290630382000710650000012029052120300521202906010000003569,692029052120300521202906010000003569,690000001248800,000123400010000001427,870000001427,870000000000,000000000000,00
00000510123420290630382000710650000012029052120300521202906010000000942,352029052120300521202906010000000942,350000001250000,000123400010000000376,930000000376,930000000000,000000000000,00
00000520123420290630382000710650000012029052120300521202906010000004246,772029052120300521202906010000004246,770000001280000,000123400020000001698,640000001698,640000000000,000000000000,00
00000530123420290630382000710650000012029052120300521202906010000003839,202029052120300521202906010000003839,200000001282070,000123400010000001535,650000001535,650000000000,000000000000,00
00000540123420290630382000710650000012029052120300521202906010000006839,912029052120300521202906010000006839,910000001300000,000123400040000002735,920000002735,920000000000,000000000000,00
00000550123420290630382000710650000012029052120300521202906010000013620,392029052120300521202906010000013620,390000001400000,000123400030000005447,950000005447,950000000000,000000000000,00
00000560123420290630382000710650000012029052120300521202906010000002964,982029052120300521202906010000002964,980000001440000,000123400010000001185,970000001185,970000000000,000000000000,00
00000570123420290630382000710650000012029052120300521202906010000019094,172029052120300521202906010000019094,170000001500000,000123400070000007637,480000007637,480000000000,000000000000,00
00000580123420290630382000710650000012029052120300521202906010000001665,972029052120300521202906010000001665,970000001520000,000123400010000000666,370000000666,370000000000,000000000000,00
00000590123420290630382000710650000012029052120300521202906010000001545,292029052120300521202906010000001545,290000001560000,000123400010000000618,120000000618,120000000000,000000000000,00
00000600123420290630382000710650000012029052120300521202906010000004142,892029052120300521202906010000004142,890000001600000,000123400030000001657,150000001657,150000000000,000000000000,00
00000610123420290630382000710650000012029052120300521202906010000003798,872029052120300521202906010000003798,870000001700000,000123400020000001519,430000001519,430000000000,000000000000,00
00000620123420290630382000710650000012029052120300521202906010000003295,172029052120300521202906010000003295,170000001750000,000123400020000001317,980000001317,980000000000,000000000000,00
00000630123420290630382000710650000012029052120300521202906010000006333,612029052120300521202906010000006333,610000001800000,000123400030000002533,360000002533,360000000000,000000000000,00
00000640123420290630382000710650000012029052120300521202906010000010125,572029052120300521202906010000010125,570000001840000,000123400010000004050,230000004050,230000000000,000000000000,00
00000650123420290630382000710650000012029052120300521202906010000044251,522029052120300521202906010000044251,520000002000000,000123400080000017700,400000017700,400000000000,000000000000,00
00000660123420290630382000710650000012029052120300521202906010000001787,462029052120300521202906010000001787,460000002200000,000123400010000000714,980000000714,980000000000,000000000000,00
00000670123420290630382000710650000012029052120300521202906010000008562,392029052120300521202906010000008562,390000002250000,000123400020000003424,860000003424,860000000000,000000000000,00
00000680123420290630382000710650000012029052120300521202906010000001350,232029052120300521202906010000001350,230000002360000,000123400010000000540,090000000540,090000000000,000000000000,00
00000690123420290630382000710650000012029052120300521202906010000005136,922029052120300521202906010000005136,920000002400000,000123400010000002054,760000002054,760000000000,000000000000,00
